source,category,gender,age_unit,age,l,m,s,sd3neg,sd2neg,sd1neg,sd0,sd1,sd2,sd3
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1404,1,101.6108,0.041660000000000003,88.911000000000001,93.144999999999996,97.378,101.611,105.84399999999999,110.077,114.31
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1405,1,101.6306,0.041669999999999999,88.926000000000002,93.161000000000001,97.396000000000001,101.631,105.866,110.1,114.33499999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1406,1,101.65049999999999,0.041669999999999999,88.942999999999998,93.179000000000002,97.415000000000006,101.65,105.886,110.122,114.358
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1407,1,101.6704,0.041669999999999999,88.960999999999999,93.197000000000003,97.433999999999997,101.67,105.907,110.14400000000001,114.38
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1408,1,101.6902,0.041680000000000002,88.974999999999994,93.212999999999994,97.451999999999998,101.69,105.929,110.167,114.40600000000001
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1409,1,101.7101,0.041680000000000002,88.992000000000004,93.231999999999999,97.471000000000004,101.71,105.949,110.18899999999999,114.428
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1410,1,101.7299,0.041689999999999998,89.007000000000005,93.248000000000005,97.489000000000004,101.73,105.971,110.212,114.453
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1411,1,101.7497,0.041689999999999998,89.024000000000001,93.266000000000005,97.507999999999996,101.75,105.992,110.23399999999999,114.476
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1412,1,101.76949999999999,0.041700000000000001,89.037999999999997,93.281999999999996,97.525999999999996,101.77,106.01300000000001,110.25700000000001,114.501
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1413,1,101.7893,0.041700000000000001,89.055000000000007,93.3,97.545000000000002,101.789,106.03400000000001,110.279,114.523
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1414,1,101.8091,0.041709999999999997,89.07,93.316000000000003,97.563000000000002,101.809,106.056,110.30200000000001,114.548
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1415,1,101.8289,0.041709999999999997,89.087000000000003,93.334000000000003,97.581999999999994,101.82899999999999,106.07599999999999,110.32299999999999,114.571
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1416,1,101.84869999999999,0.04172,89.100999999999999,93.35,97.6,101.849,106.098,110.34699999999999,114.596
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1417,1,101.8685,0.04172,89.119,93.369,97.619,101.86799999999999,106.11799999999999,110.36799999999999,114.61799999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1418,1,101.8883,0.041730000000000003,89.132999999999996,93.385000000000005,97.637,101.88800000000001,106.14,110.392,114.64400000000001
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1419,1,101.908,0.041730000000000003,89.15,93.403000000000006,97.655000000000001,101.908,106.161,110.413,114.666
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1420,1,101.9278,0.041739999999999999,89.164000000000001,93.418999999999997,97.673000000000002,101.928,106.182,110.437,114.691
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1421,1,101.94750000000001,0.041739999999999999,89.182000000000002,93.436999999999998,97.691999999999993,101.94799999999999,106.203,110.458,114.71299999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1422,1,101.96729999999999,0.041750000000000002,89.195999999999998,93.453000000000003,97.71,101.967,106.224,110.482,114.739
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1423,1,101.98699999999999,0.041750000000000002,89.212999999999994,93.471000000000004,97.728999999999999,101.98699999999999,106.245,110.503,114.761
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1424,1,102.0067,0.041750000000000002,89.23,93.489000000000004,97.748000000000005,102.00700000000001,106.265,110.524,114.783
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1425,1,102.0264,0.041759999999999999,89.245000000000005,93.504999999999995,97.766000000000005,102.026,106.28700000000001,110.548,114.80800000000001
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1426,1,102.0461,0.041759999999999999,89.262,93.522999999999996,97.784999999999997,102.04600000000001,106.30800000000001,110.569,114.83
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1427,1,102.0658,0.041770000000000002,89.275999999999996,93.539000000000001,97.802999999999997,102.066,106.32899999999999,110.592,114.85599999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1428,1,102.0855,0.041770000000000002,89.293000000000006,93.557000000000002,97.820999999999998,102.086,106.35,110.614,114.878
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1429,1,102.1052,0.041779999999999998,89.307000000000002,93.572999999999993,97.838999999999999,102.105,106.371,110.637,114.90300000000001
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1430,1,102.1249,0.041779999999999998,89.325000000000003,93.590999999999994,97.858000000000004,102.125,106.392,110.658,114.925
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1431,1,102.1446,0.041790000000000001,89.338999999999999,93.606999999999999,97.876000000000005,102.145,106.413,110.682,114.95
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1432,1,102.16419999999999,0.041790000000000001,89.355999999999995,93.625,97.894999999999996,102.164,106.434,110.703,114.973
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1433,1,102.18389999999999,0.041799999999999997,89.37,93.641000000000005,97.912999999999997,102.184,106.455,110.726,114.998
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1434,1,102.20350000000001,0.041799999999999997,89.387,93.659000000000006,97.930999999999997,102.20399999999999,106.476,110.748,115.02
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1435,1,102.22320000000001,0.04181,89.400999999999996,93.674999999999997,97.948999999999998,102.223,106.497,110.771,115.045
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1436,1,102.2428,0.04181,89.418000000000006,93.692999999999998,97.968000000000004,102.24299999999999,106.518,110.792,115.06699999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1437,1,102.2624,0.04181,89.436000000000007,93.710999999999999,97.986999999999995,102.262,106.538,110.81399999999999,115.089
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1438,1,102.282,0.041820000000000003,89.45,93.727000000000004,98.004999999999995,102.282,106.559,110.837,115.114
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1439,1,102.30159999999999,0.041820000000000003,89.466999999999999,93.745000000000005,98.022999999999996,102.30200000000001,106.58,110.858,115.136
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1440,1,102.3212,0.041829999999999999,89.480999999999995,93.760999999999996,98.040999999999997,102.321,106.601,110.881,115.161
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1441,1,102.3408,0.041829999999999999,89.498000000000005,93.778999999999996,98.06,102.34099999999999,106.622,110.90300000000001,115.184
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1442,1,102.3604,0.041840000000000002,89.512,93.795000000000002,98.078000000000003,102.36,106.643,110.926,115.209
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1443,1,102.38,0.041840000000000002,89.528999999999996,93.813000000000002,98.096000000000004,102.38,106.664,110.947,115.23099999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1444,1,102.39960000000001,0.041849999999999998,89.543000000000006,93.828999999999994,98.114000000000004,102.4,106.685,110.97,115.256
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1445,1,102.4191,0.041849999999999998,89.56,93.846999999999994,98.132999999999996,102.419,106.705,110.992,115.27800000000001
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1446,1,102.4387,0.041860000000000001,89.573999999999998,93.863,98.150999999999996,102.43899999999999,106.727,111.015,115.303
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1447,1,102.45820000000001,0.041860000000000001,89.590999999999994,93.88,98.168999999999997,102.458,106.747,111.036,115.325
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1448,1,102.4778,0.041869999999999997,89.605999999999995,93.896000000000001,98.186999999999998,102.47799999999999,106.76900000000001,111.059,115.35
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1449,1,102.4973,0.041869999999999997,89.623000000000005,93.914000000000001,98.206000000000003,102.497,106.789,111.08,115.372
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1450,1,102.5168,0.041869999999999997,89.64,93.932000000000002,98.224000000000004,102.517,106.809,111.102,115.39400000000001
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1451,1,102.5364,0.041880000000000001,89.653999999999996,93.947999999999993,98.242000000000004,102.536,106.831,111.125,115.419
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1452,1,102.55589999999999,0.041880000000000001,89.671000000000006,93.965999999999994,98.260999999999996,102.556,106.851,111.146,115.441
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1453,1,102.5754,0.041889999999999997,89.685000000000002,93.981999999999999,98.278999999999996,102.575,106.872,111.169,115.46599999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1454,1,102.5949,0.041889999999999997,89.701999999999998,93.998999999999995,98.296999999999997,102.595,106.893,111.19,115.488
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1455,1,102.6144,0.0419,89.715999999999994,94.015000000000001,98.314999999999998,102.614,106.914,111.21299999999999,115.51300000000001
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1456,1,102.63379999999999,0.0419,89.733000000000004,94.033000000000001,98.332999999999998,102.634,106.934,111.235,115.535
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1457,1,102.6533,0.041910000000000003,89.747,94.049000000000007,98.350999999999999,102.65300000000001,106.955,111.258,115.56
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1458,1,102.6728,0.041910000000000003,89.763999999999996,94.066999999999993,98.37,102.673,106.976,111.279,115.58199999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1459,1,102.6923,0.041919999999999999,89.778000000000006,94.082999999999998,98.387,102.69199999999999,106.997,111.30200000000001,115.607
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1460,1,102.71169999999999,0.041919999999999999,89.795000000000002,94.1,98.406000000000006,102.712,107.017,111.32299999999999,115.629
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1461,1,102.7312,0.041930000000000002,89.808999999999997,94.116,98.424000000000007,102.73099999999999,107.039,111.346,115.654
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1462,1,102.75060000000001,0.041930000000000002,89.825999999999993,94.134,98.441999999999993,102.751,107.059,111.367,115.676
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1463,1,102.77,0.041930000000000002,89.843000000000004,94.152000000000001,98.460999999999999,102.77,107.07899999999999,111.38800000000001,115.697
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1464,1,102.7895,0.041939999999999998,89.856999999999999,94.168000000000006,98.478999999999999,102.79,107.1,111.411,115.72199999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1465,1,102.80889999999999,0.041939999999999998,89.873000000000005,94.185000000000002,98.497,102.809,107.121,111.43300000000001,115.744
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1466,1,102.8283,0.041950000000000001,89.887,94.200999999999993,98.515000000000001,102.828,107.142,111.456,115.76900000000001
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1467,1,102.8477,0.041950000000000001,89.903999999999996,94.218999999999994,98.533000000000001,102.848,107.16200000000001,111.477,115.791
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1468,1,102.86709999999999,0.041959999999999997,89.918000000000006,94.233999999999995,98.551000000000002,102.867,107.18300000000001,111.5,115.816
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1469,1,102.8865,0.041959999999999997,89.935000000000002,94.251999999999995,98.569000000000003,102.886,107.20399999999999,111.521,115.83799999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1470,1,102.9059,0.04197,89.948999999999998,94.268000000000001,98.587000000000003,102.90600000000001,107.22499999999999,111.544,115.863
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1471,1,102.9252,0.04197,89.965999999999994,94.286000000000001,98.605000000000004,102.925,107.245,111.565,115.88500000000001
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1472,1,102.94459999999999,0.041980000000000003,89.98,94.301000000000002,98.623000000000005,102.94499999999999,107.26600000000001,111.58799999999999,115.90900000000001
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1473,1,102.964,0.041980000000000003,89.997,94.319000000000003,98.641999999999996,102.964,107.286,111.60899999999999,115.931
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1474,1,102.9833,0.041980000000000003,90.013999999999996,94.337000000000003,98.66,102.983,107.307,111.63,115.953
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1475,1,103.0027,0.04199,90.027000000000001,94.352999999999994,98.677999999999997,103.003,107.328,111.65300000000001,115.97799999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1476,1,103.02200000000001,0.04199,90.043999999999997,94.37,98.695999999999998,103.02200000000001,107.348,111.67400000000001,116
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1477,1,103.0414,0.042000000000000003,90.058000000000007,94.385999999999996,98.713999999999999,103.041,107.369,111.697,116.02500000000001
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1478,1,103.0607,0.042000000000000003,90.075000000000003,94.403999999999996,98.731999999999999,103.06100000000001,107.389,111.718,116.04600000000001
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1479,1,103.08,0.042009999999999999,90.088999999999999,94.418999999999997,98.75,103.08,107.41,111.741,116.071
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1480,1,103.0993,0.042009999999999999,90.105999999999995,94.436999999999998,98.768000000000001,103.099,107.431,111.762,116.093
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1481,1,103.1186,0.042020000000000002,90.119,94.453000000000003,98.786000000000001,103.119,107.452,111.785,116.11799999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1482,1,103.1379,0.042020000000000002,90.135999999999996,94.47,98.804000000000002,103.13800000000001,107.47199999999999,111.806,116.139
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1483,1,103.1572,0.042029999999999998,90.15,94.486000000000004,98.822000000000003,103.157,107.49299999999999,111.82899999999999,116.164
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1484,1,103.1765,0.042029999999999998,90.167000000000002,94.503,98.84,103.176,107.51300000000001,111.85,116.18600000000001
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1485,1,103.19580000000001,0.042029999999999998,90.183999999999997,94.521000000000001,98.858000000000004,103.196,107.533,111.87,116.208
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1486,1,103.21510000000001,0.042040000000000001,90.197999999999993,94.537000000000006,98.876000000000005,103.215,107.554,111.893,116.233
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1487,1,103.2343,0.042040000000000001,90.213999999999999,94.554000000000002,98.894000000000005,103.23399999999999,107.574,111.914,116.254
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1488,1,103.25360000000001,0.042049999999999997,90.227999999999994,94.57,98.912000000000006,103.254,107.595,111.937,116.279
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1489,1,103.2728,0.042049999999999997,90.245000000000005,94.587999999999994,98.93,103.273,107.61499999999999,111.958,116.301
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1490,1,103.2921,0.04206,90.259,94.602999999999994,98.947999999999993,103.292,107.637,111.98099999999999,116.325
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1491,1,103.3113,0.04206,90.275000000000006,94.620999999999995,98.965999999999994,103.31100000000001,107.657,112.002,116.34699999999999
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1492,1,103.3306,0.042070000000000003,90.289000000000001,94.635999999999996,98.983000000000004,103.331,107.678,112.02500000000001,116.372
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1493,1,103.3498,0.042070000000000003,90.305999999999997,94.653999999999996,99.001999999999995,103.35,107.69799999999999,112.04600000000001,116.39400000000001
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1494,1,103.369,0.042079999999999999,90.32,94.668999999999997,99.019000000000005,103.369,107.71899999999999,112.069,116.41800000000001
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1495,1,103.3882,0.042079999999999999,90.335999999999999,94.686999999999998,99.037999999999997,103.38800000000001,107.739,112.089,116.44
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1496,1,103.4074,0.042079999999999999,90.352999999999994,94.704999999999998,99.055999999999997,103.407,107.759,112.11,116.462
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1497,1,103.42659999999999,0.042090000000000002,90.367000000000004,94.72,99.072999999999993,103.42700000000001,107.78,112.133,116.486
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1498,1,103.44580000000001,0.042090000000000002,90.384,94.738,99.091999999999999,103.446,107.8,112.154,116.508
https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-girls-zscore-expanded-tables.xlsx,expanded,female,day,1499,1,103.465,0.042099999999999999,90.397000000000006,94.753,99.108999999999995,103.465,107.821,112.17700000000001,116.533
